round,selected,evaluated,cache_mismatch,lr,accuracy,accuracy_std,accuracy_min,accuracy_max,precision_macro,precision_macro_std,precision_macro_min,precision_macro_max,precision_micro,precision_micro_std,precision_micro_min,precision_micro_max,precision_weighted,precision_weighted_std,precision_weighted_min,precision_weighted_max,recall_macro,recall_macro_std,recall_macro_min,recall_macro_max,recall_micro,recall_micro_std,recall_micro_min,recall_micro_max,recall_weighted,recall_weighted_std,recall_weighted_min,recall_weighted_max,f1_macro,f1_macro_std,f1_macro_min,f1_macro_max,f1_micro,f1_micro_std,f1_micro_min,f1_micro_max,f1_weighted,f1_weighted_std,f1_weighted_min,f1_weighted_max,loss_w_client_mean,ce_orig_client_mean,loss_theta_client_mean,gnorm_w,gnorm_theta,steps_w,skipped_w,steps_theta,skipped_theta,train_sec,eval_sec,vram_train_gb,vram_eval_gb,backend,seconds
18,20,20,0,0.0007339564536692134,0.5352170495820086,0.11282335721515586,0.35211776076647683,0.7163273208557706,0.5933489752100243,0.06285916367035359,0.4940453382137519,0.693313258963044,0.5352170495820086,0.11282335721515586,0.35211776076647683,0.7163273208557706,0.6780565168118604,0.05182108366268904,0.526590315766592,0.7418636190321158,0.5633421954818609,0.08060691408705906,0.3704787103597955,0.6853070457949948,0.5352170495820086,0.11282335721515586,0.35211776076647683,0.7163273208557706,0.5352170495820084,0.11282335721515586,0.35211776076647683,0.7163273208557706,0.4872604732505571,0.10022739217146144,0.28123065210434617,0.6499532567260196,0.5352170495820086,0.11282335721515586,0.35211776076647683,0.7163273208557706,0.5134917416585539,0.1321968591843846,0.2736135003431591,0.7169818567786728,0.033928092806081084,0.0247359275420004,0.045707513553706544,0.21784204944550387,0.4195135538034772,84083,9,84083,23,1046.013700573003,273.46128612699977,7.0197553634643555,7.079442024230957,compiled,1320.136866662
19,20,20,0,0.000705367754845585,0.5302727735748223,0.10783304960382255,0.3540673315588956,0.7235798542988547,0.5896123694202283,0.0596626727794556,0.4812084620235926,0.6912930583540599,0.5302727735748223,0.10783304960382255,0.3540673315588956,0.7235798542988547,0.6797079092711193,0.042129650549919385,0.5745557739556042,0.7433161563774893,0.5616563596656043,0.07876442906146015,0.3728144094499138,0.6786596494003033,0.5302727735748223,0.10783304960382255,0.3540673315588956,0.7235798542988547,0.5302727735748223,0.10783304960382256,0.3540673315588956,0.7235798542988547,0.4846918961550837,0.09515200518109626,0.27570761561677515,0.6474310100258667,0.5302727735748223,0.10783304960382255,0.3540673315588956,0.7235798542988547,0.5078234322963016,0.1254613654560772,0.2787750447637195,0.7206420824122683,0.03184815031917346,0.023372625611843684,0.04405632989442958,0.211589020513781,0.4230491384848212,84083,7,84083,25,1047.2566596020006,273.01028618800046,7.020176410675049,7.080288410186768,compiled,1320.9573665230018
20,20,20,0,0.0006759557019385474,0.5337764440739414,0.10829282027816685,0.34735004729428287,0.7099884280242716,0.5919460463641205,0.06094821450711074,0.491982661516415,0.6856631073469829,0.5337764440739414,0.10829282027816685,0.34735004729428287,0.7099884280242716,0.6800389632156227,0.04368775787513341,0.5787950726190805,0.7374904227806502,0.5641398450564248,0.07815006748589441,0.3730042072657913,0.6848192177528154,0.5337764440739414,0.10829282027816685,0.34735004729428287,0.7099884280242716,0.5337764440739413,0.10829282027816685,0.34735004729428287,0.7099884280242718,0.48752474377248,0.0950532767715704,0.2769119501867622,0.6298904179610454,0.5337764440739414,0.10829282027816685,0.34735004729428287,0.7099884280242716,0.5125163857712386,0.1266982820505686,0.2846012597239703,0.7077470126137997,0.03019797961175268,0.02199382002695882,0.04273577454898965,0.2061234291168656,0.43005006338513807,84083,9,84083,25,1046.464077122997,273.5005102979994,7.020219326019287,7.079267978668213,compiled,1320.7464576919992
21,20,20,0,0.000645841155382361,0.5300403304680465,0.11008660277208925,0.3581337385120054,0.7073059561432062,0.5907102434586115,0.06316882965587198,0.4813347293044836,0.6849234901648685,0.5300403304680465,0.11008660277208925,0.3581337385120054,0.7073059561432062,0.6809963731645751,0.042278584530064396,0.5895731435717856,0.7426739256678321,0.5615552830224755,0.07820304654650628,0.37414887435714317,0.6825575994751939,0.5300403304680465,0.11008660277208925,0.3581337385120054,0.7073059561432062,0.5300403304680465,0.11008660277208925,0.35813373851200536,0.7073059561432062,0.4841949527080298,0.09621308829316429,0.28631661286060417,0.6377629951923429,0.5300403304680465,0.11008660277208925,0.3581337385120054,0.7073059561432062,0.5080605758288523,0.12874654094018678,0.27682436339141214,0.70784929849107,0.02823588869092276,0.02077028532447399,0.04122866697099571,0.19968024654489974,0.43334125812128166,84083,9,84083,30,1046.419409113998,274.20658190299946,7.019712448120117,7.079442024230957,compiled,1321.2920727749988
22,20,20,0,0.0006151478623083757,0.5305190811221239,0.10723055112737244,0.355858371952274,0.7093532842508598,0.5905763161240498,0.06428890698680122,0.4747637678428652,0.6899806402266095,0.5305190811221239,0.10723055112737244,0.355858371952274,0.7093532842508598,0.6782868813322287,0.047668983418994046,0.5488927665640199,0.7421367059084527,0.561831397741768,0.07800081058905611,0.37499593896213324,0.6788007354468222,0.5305190811221239,0.10723055112737244,0.355858371952274,0.7093532842508598,0.5305190811221239,0.10723055112737247,0.355858371952274,0.7093532842508599,0.48505260413125306,0.09573382201522451,0.2822336728326421,0.6460006617105032,0.5305190811221239,0.10723055112737244,0.355858371952274,0.7093532842508598,0.5091885658767767,0.12649713332683904,0.27714300718976587,0.7109864925952722,0.02677253037934027,0.019615107713796907,0.04005779454545955,0.19690657454185775,0.4421549333972007,84083,6,84083,27,1046.1013180340015,274.6163568939992,7.0197553634643555,7.0797319412231445,compiled,1321.345197609
23,20,20,0,0.0005840019480415229,0.5296687829762512,0.11016923211845986,0.350881483844535,0.7137784754189138,0.5892850336090122,0.06114895783017834,0.48576568313878343,0.691854239326165,0.5296687829762512,0.11016923211845986,0.350881483844535,0.7137784754189138,0.6769688628068421,0.047388145314416256,0.5469633633638933,0.7379642097363284,0.5610210715339304,0.07883123617936157,0.3689394899614811,0.6803603762096384,0.5296687829762512,0.11016923211845986,0.350881483844535,0.7137784754189138,0.5296687829762512,0.11016923211845986,0.35088148384453505,0.7137784754189138,0.48213850731435637,0.09600116577132294,0.27736460393624274,0.6481091307515989,0.5296687829762512,0.11016923211845986,0.350881483844535,0.7137784754189138,0.5077144039782343,0.12837352744783245,0.27700540082017644,0.7148872346374302,0.025512275404240847,0.018546202769831134,0.03883996301439453,0.19307355867700765,0.4524846715767237,84083,6,84083,27,1045.7511869629998,273.76201996300006,7.020176410675049,7.079824447631836,compiled,1320.1369802240006
24,20,20,0,0.0005525313978243026,0.5297253976571511,0.10740734760451061,0.346076321514889,0.7067044512938581,0.5900162054626767,0.06440706029443093,0.4747288647684564,0.6815601297964902,0.5297253976571511,0.10740734760451061,0.346076321514889,0.7067044512938581,0.6774653683354864,0.04757122865652391,0.540510531966611,0.7371419693247707,0.561225394455015,0.0802065069072132,0.36712331807690446,0.6833025394574928,0.5297253976571511,0.10740734760451061,0.346076321514889,0.7067044512938581,0.529725397657151,0.10740734760451061,0.346076321514889,0.7067044512938581,0.48248399004434467,0.09803017004397292,0.2730107755527369,0.6365192114070278,0.5297253976571511,0.10740734760451061,0.346076321514889,0.7067044512938581,0.5075570579677351,0.12668767875133907,0.27419272090361624,0.7062296050138037,0.0239991984355963,0.017563807717055967,0.03747927555444523,0.18826642975768293,0.4542299740946005,84083,6,84083,28,1046.049665229999,274.1222723760038,7.0197553634643555,7.079442024230957,compiled,1320.9879695009986
25,20,20,0,0.0005208655308979695,0.5295831012913538,0.10714848898718055,0.3521250089324353,0.7070897191921119,0.5903715754540976,0.06336513553944488,0.4762540258487566,0.6951139884995737,0.5295831012913538,0.10714848898718055,0.3521250089324353,0.7070897191921119,0.6766748279438005,0.05213662737240447,0.5125763976172196,0.7443369655927238,0.5623982671019834,0.07896207239511223,0.37084653409112645,0.6830904124628734,0.5295831012913538,0.10714848898718055,0.3521250089324353,0.7070897191921119,0.5295831012913537,0.10714848898718053,0.3521250089324353,0.7070897191921119,0.4841470970953597,0.09663461655751063,0.2848806350341428,0.6401553646175555,0.5295831012913538,0.10714848898718055,0.3521250089324353,0.7070897191921119,0.5070342142909883,0.1267195223303186,0.2748629605859285,0.7089139479694277,0.02288449331414627,0.016593553698797527,0.03639381596821956,0.18548474903896767,0.4614984803096441,84083,5,84083,26,1046.3102300009996,273.41658526999527,7.020176410675049,7.080288410186768,compiled,1320.3637038930028
26,20,20,0,0.0004891344691020307,0.526744626576813,0.10676063286509725,0.3497695408463423,0.7098692049867753,0.5894749267058733,0.05952312654805813,0.4751201266879088,0.679912582450996,0.526744626576813,0.10676063286509725,0.3497695408463423,0.7098692049867753,0.6789430403509309,0.04384552872455668,0.5573710986659763,0.735887520154018,0.5617593473890147,0.07836313459286352,0.37228827329131414,0.6818671318797465,0.526744626576813,0.10676063286509725,0.3497695408463423,0.7098692049867753,0.526744626576813,0.10676063286509727,0.34976954084634226,0.7098692049867753,0.48200738036590673,0.09566040359460579,0.277083595759395,0.6396115800261561,0.526744626576813,0.10676063286509725,0.3497695408463423,0.7098692049867753,0.5043106524722389,0.12607303910473205,0.27072648877792493,0.7093078638466417,0.021680114059665863,0.015734876232971772,0.03542818491871881,0.18219580929649698,0.46878458524542593,84083,4,84083,27,1045.2986655850036,274.2470891109988,7.020219326019287,7.079267978668213,compiled,1320.217335925001
27,20,20,0,0.00045746860217569754,0.5276116187356913,0.10838539769736645,0.3507530612117837,0.7076235744925146,0.5927134896257373,0.05693260326009463,0.5007719041995664,0.6765664104487608,0.5276116187356913,0.10838539769736645,0.3507530612117837,0.7076235744925146,0.6813898755455041,0.03953663192093621,0.5866541771126693,0.7355062704481572,0.5631391767729366,0.07908266281026345,0.373991888121482,0.6825394363680521,0.5276116187356913,0.10838539769736645,0.3507530612117837,0.7076235744925146,0.5276116187356913,0.10838539769736644,0.35075306121178373,0.7076235744925146,0.4855748254164845,0.09421454000774669,0.29038693904340507,0.6416617219620333,0.5276116187356913,0.10838539769736645,0.3507530612117837,0.7076235744925146,0.505959770605768,0.12733360505754795,0.26942259638970717,0.7079300672780676,0.020613866940029764,0.014882280499686647,0.034505462730717036,0.17905038698435358,0.47899447922551863,84083,3,84083,26,1046.3882396730041,273.42296751799586,7.019712448120117,7.079442024230957,compiled,1320.4831757580032
