round,selected,evaluated,cache_mismatch,lr,accuracy,accuracy_std,accuracy_min,accuracy_max,precision_macro,precision_macro_std,precision_macro_min,precision_macro_max,precision_micro,precision_micro_std,precision_micro_min,precision_micro_max,precision_weighted,precision_weighted_std,precision_weighted_min,precision_weighted_max,recall_macro,recall_macro_std,recall_macro_min,recall_macro_max,recall_micro,recall_micro_std,recall_micro_min,recall_micro_max,recall_weighted,recall_weighted_std,recall_weighted_min,recall_weighted_max,f1_macro,f1_macro_std,f1_macro_min,f1_macro_max,f1_micro,f1_micro_std,f1_micro_min,f1_micro_max,f1_weighted,f1_weighted_std,f1_weighted_min,f1_weighted_max,loss_w_client_mean,ce_orig_client_mean,loss_theta_client_mean,gnorm_w,gnorm_theta,steps_w,skipped_w,steps_theta,skipped_theta,train_sec,eval_sec,vram_train_gb,vram_eval_gb,backend,seconds
18,100,100,0,0.0007339564536692134,0.37258503515778657,0.07946802974143623,0.15684157637201973,0.5240583819324409,0.39267853798645447,0.042989109708558765,0.2748325549872618,0.4720938105127535,0.37258503515778657,0.07946802974143623,0.15684157637201973,0.5240583819324409,0.5542053389329527,0.04698597754998396,0.29159038963364603,0.6225739425275312,0.36861922350630705,0.04589708240572741,0.23786493178229007,0.46812153963944014,0.37258503515778657,0.07946802974143623,0.15684157637201973,0.5240583819324409,0.37258503515778657,0.07946802974143623,0.15684157637201973,0.5240583819324409,0.28954799212518106,0.04792150832557242,0.14350453708227034,0.38870154140346136,0.37258503515778657,0.07946802974143623,0.15684157637201973,0.5240583819324409,0.359896003902865,0.09123256903307693,0.11249396050699825,0.5212063497539212,0.011943480863280334,0.010017682933873267,0.02161295539701307,0.19403003881908665,0.4699030204471176,168200,2,168200,33,1309.1653855899986,1339.3498576260008,7.102214813232422,7.316518783569336,compiled,2651.5940126719997
19,100,100,0,0.000705367754845585,0.37168047148018607,0.08124698733284239,0.1465384013872618,0.5159266831286764,0.3904480540226001,0.04333408002943378,0.25300838919102003,0.4686643047010769,0.37168047148018607,0.08124698733284239,0.1465384013872618,0.5159266831286764,0.5548341410617104,0.04669190429535311,0.28772903503381336,0.6147886560666682,0.3684442987984909,0.04680212730054457,0.23954268373437843,0.46436027221323345,0.37168047148018607,0.08124698733284239,0.1465384013872618,0.5159266831286764,0.371680471480186,0.08124698733284239,0.1465384013872618,0.5159266831286764,0.28820925068056114,0.04945037747898547,0.14586148894242873,0.37491597550270944,0.37168047148018607,0.08124698733284239,0.1465384013872618,0.5159266831286764,0.3587974812432658,0.09372755586693667,0.0966574949487444,0.5128637718181734,0.01099387568682773,0.009187213488940133,0.020182095473238272,0.18548750115434498,0.452941381541198,168200,3,168200,25,1299.8594211,1346.4173714110002,7.061147212982178,7.316518783569336,compiled,2649.1276738340002
20,100,100,0,0.0006759557019385474,0.3725008997482935,0.08122186955142763,0.14324225145504607,0.5339336363500355,0.3906416285382658,0.042240255608941735,0.27460266024571856,0.4728300544173545,0.3725008997482935,0.08122186955142763,0.14324225145504607,0.5339336363500355,0.5531983599554648,0.04630878019445477,0.3007408490369835,0.6119878490865526,0.3690338842017004,0.04764478726848052,0.23128654173516822,0.461746756581948,0.3725008997482935,0.08122186955142763,0.14324225145504607,0.5339336363500355,0.3725008997482935,0.08122186955142763,0.1432422514550461,0.5339336363500354,0.28938653026467626,0.04962104025330672,0.13789474005537286,0.3878409144597934,0.3725008997482935,0.08122186955142763,0.14324225145504607,0.5339336363500355,0.3586822270259672,0.0932374044149942,0.0941013250740421,0.5248305677890196,0.010155525690650414,0.008480139129395983,0.018957869642086823,0.1766666131034764,0.43454805754789855,168200,1,168200,22,1318.829651827,1338.429703466998,7.061147212982178,7.316518783569336,compiled,2660.3635052169993
21,100,100,0,0.000645841155382361,0.37116140801385106,0.08048962510230379,0.1507717020078256,0.519857047582258,0.39154920207180166,0.042578038878814485,0.27542523647278405,0.49082222784165414,0.37116140801385106,0.08048962510230379,0.1507717020078256,0.519857047582258,0.5537905046126185,0.0453751895472563,0.29150247531617135,0.6128968628556493,0.368169987658777,0.047492699039910644,0.2481585879007487,0.4674616089965355,0.37116140801385106,0.08048962510230379,0.1507717020078256,0.519857047582258,0.371161408013851,0.0804896251023038,0.1507717020078256,0.519857047582258,0.2891346102449546,0.04944459934033839,0.15457196031361353,0.38422496203048595,0.37116140801385106,0.08048962510230379,0.1507717020078256,0.519857047582258,0.3581282706987892,0.09268835410340191,0.10572700510812703,0.5162752658231392,0.009453248422004113,0.007790152179117548,0.0179298252747883,0.1690062832506512,0.42231719245576665,168200,2,168200,30,1329.6237778560026,1339.4587461089977,7.061147212982178,7.316518783569336,compiled,2672.391762274001
22,100,100,0,0.0006151478623083757,0.37026535535573957,0.07885668003715912,0.1505667090064874,0.5178783912008008,0.39192149484532895,0.04302448029293589,0.2649420571312612,0.47904998136514926,0.37026535535573957,0.07885668003715912,0.1505667090064874,0.5178783912008008,0.5546761857337641,0.04714849641756465,0.28832943494608987,0.6254723969745807,0.3676927486104238,0.04701989218417811,0.23470422511559136,0.4676336719416848,0.37026535535573957,0.07885668003715912,0.1505667090064874,0.5178783912008008,0.37026535535573957,0.07885668003715912,0.1505667090064874,0.5178783912008009,0.28782501804209226,0.049438776799978996,0.14193120610497978,0.38732326640540393,0.37026535535573957,0.07885668003715912,0.1505667090064874,0.5178783912008008,0.3575729422719299,0.09187846473445314,0.10199350553744423,0.5178501149969839,0.008783808550958429,0.007190172448610843,0.016802952225256074,0.1616654016798174,0.4041902948001297,168200,3,168200,27,1455.566439279999,1340.8465041910022,7.061147212982178,7.316518783569336,compiled,2799.7484385299977
23,100,100,0,0.0005840019480415229,0.36879239422068416,0.08088627056722206,0.14638265874435932,0.5156650986777394,0.3897957266491726,0.042256617453468086,0.2616231917362716,0.47361660668546596,0.36879239422068416,0.08088627056722206,0.14638265874435932,0.5156650986777394,0.5537126720122271,0.045162936847621564,0.28572401677191434,0.623656099450073,0.3679745057759476,0.04720875049274538,0.24275873022492572,0.46164130014416194,0.36879239422068416,0.08088627056722206,0.14638265874435932,0.5156650986777394,0.36879239422068416,0.08088627056722206,0.14638265874435935,0.5156650986777394,0.2872035849908712,0.047942508252325454,0.1435535646192933,0.3799109622275352,0.36879239422068416,0.08088627056722206,0.14638265874435932,0.5156650986777394,0.3558738198242937,0.09237760802877713,0.09588587760455987,0.5095840005910248,0.008169487109402964,0.0066622054714140615,0.01590562438638415,0.15445219942744726,0.3939148076929427,168200,5,168200,33,1498.315672443001,1343.006887552001,7.061147212982178,7.316518783569336,compiled,2844.8679812770024
24,100,100,0,0.0005525313978243026,0.36959206392733684,0.08143118504488503,0.14975240543861487,0.5149037624764864,0.39356797752055706,0.04399246741002789,0.25914460968789965,0.4975407955679056,0.36959206392733684,0.08143118504488503,0.14975240543861487,0.5149037624764864,0.555002526679017,0.047503113280848906,0.2861254821599745,0.6332283486117523,0.3670741507107935,0.046846479138835204,0.23549492344580505,0.46660278857018594,0.36959206392733684,0.08143118504488503,0.14975240543861487,0.5149037624764864,0.36959206392733684,0.08143118504488504,0.14975240543861487,0.5149037624764865,0.2873161841020314,0.049110147832740834,0.14357084416725097,0.3875751417911665,0.36959206392733684,0.08143118504488503,0.14975240543861487,0.5149037624764864,0.3560544168339753,0.09394608614017494,0.10226859576151723,0.5218782021360282,0.007600517951686726,0.00600063026898822,0.015127987328318448,0.14696133639477893,0.38431200325560316,168200,3,168200,36,1471.2853349290017,1342.8723830039999,7.061147212982178,7.316518783569336,compiled,2817.319927236
25,100,100,0,0.0005208655308979695,0.3701212218586471,0.08027925050418104,0.15349719825861882,0.504948034831712,0.3916846917472555,0.04329657004627838,0.2602242533402084,0.4695119598841766,0.3701212218586471,0.08027925050418104,0.15349719825861882,0.504948034831712,0.5539681359808006,0.04607579204234409,0.2914459176456323,0.6173749601449541,0.3688078464036268,0.046609804512765,0.23194015430896245,0.4610918300082729,0.3701212218586471,0.08027925050418104,0.15349719825861882,0.504948034831712,0.3701212218586471,0.08027925050418104,0.15349719825861885,0.504948034831712,0.28829147034720193,0.048376383791560736,0.1363822861232099,0.3854109640771919,0.3701212218586471,0.08027925050418104,0.15349719825861882,0.504948034831712,0.35684401234829766,0.09277088145921386,0.11216932421691878,0.5105915092307656,0.007062054749476947,0.0055278034735563005,0.014254666410362864,0.13945166767676256,0.3723136792436098,168200,3,168200,35,1326.7234720979977,1346.2624666800002,7.061147212982178,7.316518783569336,compiled,2676.0989408410023
26,100,100,0,0.0004891344691020307,0.36933003436467,0.07835325876403942,0.15289829531499927,0.518457408150637,0.3913560991583714,0.0426661691984763,0.2542111009549576,0.486808718344319,0.36933003436467,0.07835325876403942,0.15289829531499927,0.518457408150637,0.5531624624551148,0.04566746839083663,0.3010585743773323,0.6269487915018948,0.36850643485339485,0.046152563693459873,0.23783314104469905,0.4666290994458868,0.36933003436467,0.07835325876403942,0.15289829531499927,0.518457408150637,0.3693300343646699,0.07835325876403942,0.15289829531499927,0.5184574081506369,0.28828372687054016,0.048870189480396356,0.14359110708014117,0.39664627668756514,0.36933003436467,0.07835325876403942,0.15289829531499927,0.518457408150637,0.3564629013633771,0.09068537686653352,0.10922641319035199,0.5224521145928989,0.006584344179413235,0.005063501418673172,0.01354573407724506,0.13258138717953882,0.3628321112189463,168200,1,168200,37,1540.4539813159997,1308.101415049,7.1761322021484375,7.3360676765441895,compiled,2851.4625513420006
27,100,100,0,0.00045746860217569754,0.36818335778350336,0.08040894616653331,0.15299038419275363,0.5146642942242432,0.3930713966373196,0.04208483831333399,0.2649080224926555,0.46796279107459426,0.36818335778350336,0.08040894616653331,0.15299038419275363,0.5146642942242432,0.5544810862666921,0.045930204311759704,0.29806489982999046,0.6192531753498655,0.3677984120448432,0.047029530670321465,0.2322155739543424,0.45884262048170005,0.36818335778350336,0.08040894616653331,0.15299038419275363,0.5146642942242432,0.36818335778350336,0.08040894616653331,0.15299038419275363,0.5146642942242432,0.28739421789626063,0.0492604517343992,0.1422155355819371,0.3784837753878044,0.36818335778350336,0.08040894616653331,0.15299038419275363,0.5146642942242432,0.3553474694331677,0.09291109325434867,0.10928429598540076,0.5196135453839101,0.006129526324425653,0.004599472172875423,0.012804835055152196,0.12532409962822064,0.35125945380414353,168200,1,168200,31,1446.104264945,1289.6130002529999,7.309547424316406,7.316518783569336,compiled,2738.845677591
28,100,100,0,0.0004259980519584773,0.36970186434908725,0.08061149201755025,0.15215833191080333,0.5034293582130037,0.3927773699459919,0.04307157717838985,0.2626406823405179,0.4794537407941296,0.36970186434908725,0.08061149201755025,0.15215833191080333,0.5034293582130037,0.5552057535027168,0.0469019360547504,0.2888929996809832,0.6225900524042852,0.36831730393522916,0.0472174451314763,0.23549906431908843,0.46617281493418206,0.36970186434908725,0.08061149201755025,0.15215833191080333,0.5034293582130037,0.36970186434908725,0.08061149201755025,0.15215833191080333,0.5034293582130037,0.28809327674474217,0.04895356737389834,0.14307676774169165,0.38772179782654015,0.36970186434908725,0.08061149201755025,0.15215833191080333,0.5034293582130037,0.35662107459726206,0.09276131181742885,0.10775140842542688,0.5189439100033735,0.005689475741334137,0.004153706657685999,0.012200014877734356,0.1173220463493542,0.3440220141562439,168200,4,168200,30,1282.2737172470006,1288.3731948280001,7.102214813232422,7.316518783569336,compiled,2573.8198533060004
29,100,100,0,0.00039485213769162444,0.3701434235485293,0.08020408941843216,0.15400531327734837,0.5233204628827461,0.3918797096446454,0.04221020237224721,0.26310237924195007,0.47473472779625414,0.3701434235485293,0.08020408941843216,0.15400531327734837,0.5233204628827461,0.5537313370694701,0.04561093354771871,0.30316587321526856,0.6280106176274733,0.3686318560975934,0.046363366652061797,0.23667871064901885,0.46339250827230716,0.3701434235485293,0.08020408941843216,0.15400531327734837,0.5233204628827461,0.3701434235485293,0.08020408941843216,0.15400531327734837,0.5233204628827461,0.2883689041380029,0.04838160136966035,0.14637811104977932,0.3836919821553454,0.3701434235485293,0.08020408941843216,0.15400531327734837,0.5233204628827461,0.3569497160687366,0.09264411622397933,0.10828707105242152,0.5175492822627857,0.005315776141289735,0.0038278254356886613,0.011677181381274477,0.11085606635919952,0.33612698585468226,168200,4,168200,44,1292.1294230629992,1288.2536446630002,7.311860084533691,7.316518783569336,compiled,2583.2765613480005
30,100,100,0,0.00036415884461763896,0.3693711286778983,0.0791315468923892,0.15215089789443567,0.5080987568187354,0.39224307015475446,0.04142835581912381,0.26038836688790834,0.4776003753912583,0.3693711286778983,0.0791315468923892,0.15215089789443567,0.5080987568187354,0.5546232910884933,0.04498578500238814,0.29808098187347615,0.6262036835088253,0.36954043627334765,0.047792556442247634,0.24045418883357395,0.46340004774969273,0.3693711286778983,0.0791315468923892,0.15215089789443567,0.5080987568187354,0.3693711286778983,0.0791315468923892,0.15215089789443567,0.5080987568187354,0.28838019257986036,0.04821531480881607,0.14469715465021532,0.3890614145253761,0.3693711286778983,0.0791315468923892,0.15215089789443567,0.5080987568187354,0.35591044344798917,0.0910054318174618,0.1054828110887753,0.5128317719831182,0.004956141068009314,0.0034892112032651463,0.011082994625767005,0.10430775471778889,0.3250045613117097,168200,2,168200,39,1341.8950237520003,1280.46746514,7.080223560333252,7.316518783569336,compiled,2625.471827603
31,100,100,0,0.00033404429806145283,0.36918550500620595,0.07837535448091203,0.15194014353041252,0.5142391614132177,0.3935767953884951,0.04216210823893528,0.26858650135222234,0.47417753754538094,0.36918550500620595,0.07837535448091203,0.15194014353041252,0.5142391614132177,0.555505466026434,0.04513030113148063,0.2934086607809745,0.6330207003914979,0.36875955395483173,0.04671426777929506,0.2336565358802557,0.4674551773716331,0.36918550500620595,0.07837535448091203,0.15194014353041252,0.5142391614132177,0.36918550500620595,0.07837535448091203,0.15194014353041252,0.5142391614132177,0.28834359769975776,0.047479551261351914,0.1422852679153443,0.38576025221549964,0.36918550500620595,0.07837535448091203,0.15194014353041252,0.5142391614132177,0.3560493019515262,0.09062033679415762,0.10456334631773243,0.5089303580669771,0.004632051163510497,0.0031161025500430067,0.010558176825845615,0.09731106234916115,0.31840706744448183,168200,4,168200,38,1283.1566584469983,1284.6462167600002,7.307976245880127,7.316714286804199,compiled,2570.6997743309985
32,100,100,0,0.00030463224515441515,0.36968807239022117,0.0797502601436332,0.14633647491767524,0.5040038218278147,0.39391548128566106,0.04084118551158692,0.27149512148290095,0.4656097016218096,0.36968807239022117,0.0797502601436332,0.14633647491767524,0.5040038218278147,0.5555704356044441,0.04483425707193962,0.2978865033594845,0.6143656533363779,0.3691273962302886,0.04770377400841265,0.2361620785539804,0.46245936750994054,0.36968807239022117,0.0797502601436332,0.14633647491767524,0.5040038218278147,0.36968807239022117,0.07975026014363322,0.14633647491767524,0.5040038218278147,0.2887462311298409,0.049444385914730764,0.14049708859588728,0.3845714600329008,0.36968807239022117,0.0797502601436332,0.14633647491767524,0.5040038218278147,0.3564126770287367,0.09233882539237916,0.09801376334427643,0.5104189313001277,0.004342877172868234,0.0028102732841524636,0.010122491393935333,0.09176413106200451,0.31104692875326445,168200,3,168200,29,1278.0083272330012,1276.6069047790006,7.061458587646484,7.316714286804199,compiled,2557.692013888998
33,100,100,0,0.00027604354633078667,0.3682108171814615,0.07768686853537005,0.15146687546340637,0.4996831715149308,0.3940634632387877,0.04360298109772832,0.2591773182362347,0.4849583626071176,0.3682108171814615,0.07768686853537005,0.15146687546340637,0.4996831715149308,0.5552491981257779,0.04634506937831799,0.2952958499214301,0.630769224194015,0.3690687684151328,0.04635361361555541,0.22913287462015758,0.46205860438703533,0.3682108171814615,0.07768686853537005,0.15146687546340637,0.4996831715149308,0.3682108171814615,0.07768686853537005,0.1514668754634064,0.4996831715149308,0.28797704923330886,0.04853595446009191,0.13525792116638893,0.38457871508906066,0.3682108171814615,0.07768686853537005,0.15146687546340637,0.4996831715149308,0.3547802924408533,0.0905057874794915,0.10660586819683229,0.508669750014628,0.004050492920519272,0.0025712305503893247,0.009639631705036796,0.08514284958213585,0.30106070453432776,168200,6,168200,38,1274.9602026619978,1289.4381839749985,7.061458587646484,7.316714286804199,compiled,2567.5426544170004
34,100,100,0,0.0002483956786862901,0.3688644781603933,0.07866480067487923,0.15311471811650273,0.5193743940695877,0.39545495803791925,0.04127906648444885,0.27000318155677716,0.4704757039644772,0.3688644781603933,0.07866480067487923,0.15311471811650273,0.5193743940695877,0.5550713114661932,0.04641310342913206,0.29356115265404614,0.6260482778016925,0.36883128989190084,0.04704625808748713,0.23586522528115716,0.4594424210027849,0.3688644781603933,0.07866480067487923,0.15311471811650273,0.5193743940695877,0.3688644781603932,0.07866480067487923,0.15311471811650273,0.5193743940695879,0.2891860578101727,0.04789260170762519,0.14760861997693664,0.384480267405662,0.3688644781603933,0.07866480067487923,0.15311471811650273,0.5193743940695877,0.35604042330167635,0.09083555658627189,0.10717089511969308,0.5148188116328999,0.0038011998084078722,0.0022993407750336674,0.009296129255713877,0.07937995029233147,0.2964144642200767,168200,2,168200,27,1272.779487538999,1283.0467386170021,7.061458587646484,7.316714286804199,compiled,2558.806940079001
