cid,accuracy,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted
29,0.553988,0.621425,0.553988,0.689055,0.623971,0.553988,0.553988,0.548783,0.553988,0.560841
30,0.550002,0.600086,0.550002,0.546283,0.625268,0.550002,0.550002,0.570624,0.550002,0.521032
31,0.697463,0.684540,0.697463,0.732348,0.686709,0.697463,0.697463,0.650516,0.697463,0.692769
32,0.609153,0.727399,0.609153,0.756755,0.582694,0.609153,0.609153,0.562828,0.609153,0.610904
33,0.557639,0.737770,0.557639,0.728693,0.596754,0.557639,0.557639,0.595886,0.557639,0.592727
34,0.546356,0.689812,0.546356,0.689779,0.605430,0.546356,0.546356,0.578310,0.546356,0.558071
35,0.764048,0.690282,0.764048,0.750551,0.671473,0.764048,0.764048,0.626737,0.764048,0.737134
36,0.616652,0.720869,0.616652,0.740042,0.647254,0.616652,0.616652,0.624124,0.616652,0.604928
37,0.658729,0.720356,0.658729,0.741643,0.639005,0.658729,0.658729,0.628418,0.658729,0.672590
38,0.714444,0.681067,0.714444,0.735272,0.657586,0.714444,0.714444,0.615178,0.714444,0.701607
39,0.604008,0.672516,0.604008,0.734589,0.639438,0.604008,0.604008,0.586941,0.604008,0.582197
40,0.758206,0.734904,0.758206,0.768749,0.686843,0.758206,0.758206,0.667350,0.758206,0.740759
41,0.628886,0.701422,0.628886,0.732962,0.628251,0.628886,0.628886,0.584674,0.628886,0.590963
42,0.506511,0.609735,0.506511,0.686783,0.621184,0.506511,0.506511,0.543795,0.506511,0.532696
43,0.653640,0.699969,0.653640,0.755054,0.702161,0.653640,0.653640,0.664358,0.653640,0.652318
44,0.635161,0.724507,0.635161,0.754786,0.583980,0.635161,0.635161,0.561323,0.635161,0.645182
45,0.676898,0.659393,0.676898,0.715525,0.644111,0.676898,0.676898,0.586802,0.676898,0.656874
46,0.649291,0.718943,0.649291,0.762906,0.644524,0.649291,0.649291,0.639391,0.649291,0.666023
47,0.579963,0.678404,0.579963,0.727241,0.661119,0.579963,0.579963,0.615084,0.579963,0.611724
48,0.526747,0.694504,0.526747,0.723755,0.617987,0.526747,0.526747,0.581891,0.526747,0.559486
49,0.628334,0.684459,0.628334,0.746473,0.687234,0.628334,0.628334,0.653246,0.628334,0.644014
50,0.714207,0.724423,0.714207,0.753835,0.674355,0.714207,0.714207,0.667213,0.714207,0.721276
51,0.633571,0.660917,0.633571,0.739281,0.702971,0.633571,0.633571,0.632142,0.633571,0.603151
52,0.518301,0.661127,0.518301,0.720962,0.522601,0.518301,0.518301,0.507794,0.518301,0.554734
53,0.615118,0.654469,0.615118,0.699657,0.634242,0.615118,0.615118,0.580401,0.615118,0.573240
54,0.591820,0.622331,0.591820,0.699477,0.634158,0.591820,0.591820,0.578878,0.591820,0.611311
55,0.577085,0.720372,0.577085,0.726619,0.629370,0.577085,0.577085,0.612671,0.577085,0.598293
56,0.530587,0.646675,0.530587,0.651102,0.586389,0.530587,0.530587,0.533451,0.530587,0.516279
57,0.632513,0.749013,0.632513,0.765747,0.679295,0.632513,0.632513,0.658580,0.632513,0.613340
58,0.653084,0.731640,0.653084,0.757458,0.672985,0.653084,0.653084,0.656082,0.653084,0.641196
59,0.563587,0.644985,0.563587,0.721462,0.669527,0.563587,0.563587,0.572792,0.563587,0.536992
60,0.646180,0.711740,0.646180,0.743906,0.687453,0.646180,0.646180,0.674049,0.646180,0.672333
61,0.698270,0.749537,0.698270,0.756142,0.692633,0.698270,0.698270,0.698181,0.698270,0.712436
62,0.595385,0.714286,0.595385,0.755538,0.664729,0.595385,0.595385,0.622776,0.595385,0.611022
63,0.661619,0.688352,0.661619,0.738427,0.688236,0.661619,0.661619,0.639394,0.661619,0.643668
64,0.649183,0.672736,0.649183,0.734235,0.667120,0.649183,0.649183,0.627257,0.649183,0.644104
65,0.618986,0.742890,0.618986,0.775042,0.639439,0.618986,0.618986,0.607847,0.618986,0.640560
66,0.717674,0.688755,0.717674,0.735763,0.709944,0.717674,0.717674,0.667975,0.717674,0.706972
67,0.592931,0.619673,0.592931,0.720033,0.618066,0.592931,0.592931,0.549720,0.592931,0.573991
68,0.639803,0.738436,0.639803,0.760739,0.662503,0.639803,0.639803,0.657355,0.639803,0.640272
69,0.499877,0.615441,0.499877,0.699738,0.599654,0.499877,0.499877,0.524707,0.499877,0.492702
70,0.456227,0.660029,0.456227,0.705806,0.610565,0.456227,0.456227,0.551913,0.456227,0.438835
71,0.605300,0.736550,0.605300,0.766734,0.633535,0.605300,0.605300,0.568133,0.605300,0.584602
72,0.690458,0.612299,0.690458,0.700275,0.654534,0.690458,0.690458,0.611870,0.690458,0.682264
73,0.574226,0.731438,0.574226,0.755829,0.657792,0.574226,0.574226,0.622676,0.574226,0.567658
74,0.661982,0.727504,0.661982,0.750311,0.669576,0.661982,0.661982,0.660371,0.661982,0.675191
75,0.703643,0.671166,0.703643,0.732930,0.681111,0.703643,0.703643,0.646008,0.703643,0.701299
76,0.689115,0.699665,0.689115,0.752803,0.692102,0.689115,0.689115,0.660474,0.689115,0.703696
77,0.621085,0.754529,0.621085,0.770374,0.631295,0.621085,0.621085,0.623529,0.621085,0.602804
78,0.667866,0.760588,0.667866,0.742533,0.650765,0.667866,0.667866,0.656785,0.667866,0.677399
79,0.498606,0.550092,0.498606,0.671985,0.667151,0.498606,0.498606,0.542139,0.498606,0.485516
80,0.675569,0.739016,0.675569,0.756870,0.622647,0.675569,0.675569,0.636522,0.675569,0.682899
81,0.650971,0.712380,0.650971,0.728509,0.676617,0.650971,0.650971,0.668090,0.650971,0.667753
82,0.719106,0.677847,0.719106,0.721568,0.634787,0.719106,0.719106,0.621300,0.719106,0.707702
83,0.616353,0.731566,0.616353,0.757827,0.627495,0.616353,0.616353,0.605927,0.616353,0.592652
84,0.683908,0.759190,0.683908,0.753649,0.656944,0.683908,0.683908,0.682018,0.683908,0.705625
85,0.624517,0.733724,0.624517,0.760907,0.670147,0.624517,0.624517,0.636697,0.624517,0.604547
86,0.748507,0.766400,0.748507,0.757169,0.663414,0.748507,0.748507,0.688835,0.748507,0.740013
87,0.661363,0.739144,0.661363,0.749236,0.645953,0.661363,0.661363,0.645847,0.661363,0.680088
88,0.598976,0.682142,0.598976,0.709176,0.561792,0.598976,0.598976,0.520190,0.598976,0.610573
89,0.701690,0.731776,0.701690,0.754324,0.673554,0.701690,0.701690,0.677322,0.701690,0.713739
90,0.607806,0.721960,0.607806,0.755121,0.615039,0.607806,0.607806,0.597572,0.607806,0.605278
91,0.577763,0.685467,0.577763,0.708791,0.667293,0.577763,0.577763,0.626918,0.577763,0.584722
92,0.572834,0.646589,0.572834,0.719385,0.675013,0.572834,0.572834,0.615392,0.572834,0.571196
93,0.565182,0.680489,0.565182,0.738467,0.672107,0.565182,0.565182,0.609704,0.565182,0.563287
94,0.525604,0.604073,0.525604,0.653096,0.663806,0.525604,0.525604,0.570509,0.525604,0.483681
95,0.722760,0.688157,0.722760,0.723232,0.694038,0.722760,0.722760,0.671274,0.722760,0.708141
96,0.642897,0.701290,0.642897,0.749858,0.616202,0.642897,0.642897,0.564731,0.642897,0.633768
97,0.496861,0.624588,0.496861,0.649691,0.565415,0.496861,0.496861,0.500204,0.496861,0.459895
98,0.586205,0.695545,0.586205,0.734222,0.642355,0.586205,0.586205,0.598574,0.586205,0.590430
99,0.745994,0.730374,0.745994,0.768198,0.694897,0.745994,0.745994,0.683643,0.745994,0.747731
