round,rule,client_id,accuracy,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted
1,proto,0,0.4454650316414968,0.4535654403220163,0.4454650316414968,0.6195016292328418,0.451916518763471,0.4454650316414968,0.4454650316414968,0.4142707089130461,0.4454650316414968,0.4884047926031969
1,proto,1,0.4322167781474859,0.42320801041630296,0.4322167781474859,0.6070294145359705,0.37462602810757456,0.4322167781474859,0.4322167781474858,0.3516870106832029,0.4322167781474859,0.4825989264016313
1,proto,2,0.38061411108260373,0.5369354450410803,0.38061411108260373,0.6432109435856745,0.47684392916946877,0.38061411108260373,0.3806141110826037,0.46543467196672494,0.38061411108260373,0.4327407852536119
1,proto,3,0.43632425804102704,0.4273904907034092,0.43632425804102704,0.5778097562596012,0.4683215489351156,0.43632425804102704,0.4363242580410271,0.3996787914139046,0.43632425804102704,0.43254408847806347
1,proto,4,0.29487973759409025,0.3051343691114896,0.29487973759409025,0.4425336874659248,0.32361517206160784,0.29487973759409025,0.2948797375940903,0.27456408192572246,0.29487973759409025,0.32285749249656015
1,proto,5,0.5032318921532377,0.5162893998851117,0.5032318921532377,0.6373983250674836,0.5052897781692001,0.5032318921532377,0.5032318921532377,0.4709055361954425,0.5032318921532377,0.5248705891678023
1,proto,6,0.40050540160275533,0.4240648985767492,0.40050540160275533,0.5793627374704408,0.42787128891704884,0.40050540160275533,0.4005054016027553,0.3706322230589357,0.40050540160275533,0.44485355243344266
1,proto,7,0.5186344306653918,0.5455336640656306,0.5186344306653918,0.6780283082525052,0.5398007648063488,0.5186344306653918,0.5186344306653918,0.5105015145972297,0.5186344306653918,0.5514243919713473
1,proto,8,0.5420241692881641,0.46436163565183314,0.5420241692881641,0.6249156670368173,0.47080434587448805,0.5420241692881641,0.5420241692881641,0.43937113060892424,0.5420241692881641,0.5624764839576561
1,proto,9,0.5295945868466417,0.45207533884997325,0.5295945868466417,0.620616377871213,0.41237172610787765,0.5295945868466417,0.5295945868466417,0.41234309509227385,0.5295945868466417,0.5572764604461279
1,proto,10,0.4817201719153455,0.42369817194326365,0.4817201719153455,0.608080714984764,0.4328586083632754,0.4817201719153455,0.48172017191534544,0.40239464122188817,0.4817201719153455,0.5159455001404114
1,proto,11,0.45052750386266843,0.43990301878745186,0.45052750386266843,0.6242399160550423,0.48552170993782184,0.45052750386266843,0.4505275038626685,0.4061317303710802,0.45052750386266843,0.469144822419571
1,proto,12,0.44505067815420435,0.4962669569538306,0.44505067815420435,0.620240167442911,0.43730100304170555,0.44505067815420435,0.44505067815420435,0.43233993770471135,0.44505067815420435,0.4947552067989759
1,proto,13,0.4453529638447543,0.45196136550507265,0.4453529638447543,0.6024845523886374,0.4868144483510505,0.4453529638447543,0.4453529638447543,0.43432423482039656,0.4453529638447543,0.478076328234193
1,proto,14,0.21915015625837778,0.2433380967199694,0.21915015625837778,0.30417774793486085,0.31067250423924464,0.21915015625837778,0.2191501562583778,0.22756794556821022,0.21915015625837778,0.2101331550793775
1,proto,15,0.5005749747034361,0.42614296752947467,0.5005749747034361,0.6132340334735241,0.4210934192472445,0.5005749747034361,0.5005749747034361,0.38040048381842245,0.5005749747034361,0.5074588385280394
1,proto,16,0.5253200274352374,0.4600647688044204,0.5253200274352374,0.6226658444504392,0.4525299170809266,0.5253200274352374,0.5253200274352374,0.4324133471792282,0.5253200274352374,0.5557662353682187
1,proto,17,0.42203533518074837,0.4679817641717223,0.42203533518074837,0.6427408372794186,0.4316192420645434,0.42203533518074837,0.4220353351807483,0.3908458485466667,0.42203533518074837,0.44512101919518754
1,proto,18,0.5145815907921529,0.37270534726858495,0.5145815907921529,0.5845043798942253,0.3967076756492412,0.5145815907921529,0.5145815907921529,0.3521067955694781,0.5145815907921529,0.5320038314030808
1,proto,19,0.5624185568659971,0.5574607385047461,0.5624185568659971,0.6854105250053082,0.538065822875649,0.5624185568659971,0.5624185568659972,0.50682575148487,0.5624185568659971,0.56478349787105
1,proto,20,0.5162007195570293,0.4678578154586412,0.5162007195570293,0.6256609011726492,0.5247022405017369,0.5162007195570293,0.5162007195570293,0.4600374308480701,0.5162007195570293,0.5329449131764059
1,proto,21,0.49409669406504375,0.369101387463075,0.49409669406504375,0.568884434896265,0.39353006005756214,0.49409669406504375,0.49409669406504375,0.35750928871161736,0.49409669406504375,0.5114054486283863
