round,rule,client_id,accuracy,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted
1,proto,0,0.5269711224704946,0.5074760610940936,0.5269711224704946,0.6735522844879752,0.5434015721454326,0.5269711224704946,0.5269711224704945,0.49075442133821806,0.5269711224704946,0.5682769938148584
1,proto,1,0.5015567294899902,0.4496257690307618,0.5015567294899902,0.6432510098212201,0.4836476395507135,0.5015567294899902,0.5015567294899902,0.4270338687042852,0.5015567294899902,0.5324024378338412
1,proto,2,0.5429789757653855,0.5183868777759897,0.5429789757653855,0.6787267173785783,0.49169325482494297,0.5429789757653855,0.5429789757653855,0.4783817120623106,0.5429789757653855,0.5879436521990924
1,proto,3,0.6104843977187606,0.5675116282511476,0.6104843977187606,0.687965188649459,0.5157745381376736,0.6104843977187606,0.6104843977187606,0.5142472093284889,0.6104843977187606,0.6327747274625664
1,proto,4,0.5398709993724761,0.48186502121224295,0.5398709993724761,0.6669780044706375,0.5223910703997243,0.5398709993724761,0.5398709993724762,0.42234158370753805,0.5398709993724761,0.5257165673616924
1,proto,5,0.487323097126446,0.5572796056551363,0.487323097126446,0.6835400080383391,0.4957908347314247,0.487323097126446,0.487323097126446,0.48215771446578337,0.487323097126446,0.540828473359114
1,proto,6,0.4258771419143503,0.5528961515650849,0.4258771419143503,0.6632324710196397,0.4818924034132315,0.4258771419143503,0.4258771419143503,0.4730570214574081,0.4258771419143503,0.46198098508618546
1,proto,7,0.5263130261715475,0.4996037644103454,0.5263130261715475,0.6487536051419985,0.5239467625987093,0.5263130261715475,0.5263130261715475,0.476116962373968,0.5263130261715475,0.5521855888415031
1,proto,8,0.5701525357940919,0.47664789143200853,0.5701525357940919,0.6136831057710788,0.5393081245171099,0.5701525357940919,0.5701525357940919,0.46921374098370533,0.5701525357940919,0.5395873292624608
1,proto,9,0.4553719735538585,0.49765792910614826,0.4553719735538585,0.6304769963844066,0.4693766549141479,0.4553719735538585,0.4553719735538585,0.45395989640704604,0.4553719735538585,0.5084830945326873
1,proto,10,0.5958302788044206,0.5995876321622059,0.5958302788044206,0.6745560606266556,0.6012825822899988,0.5958302788044206,0.5958302788044205,0.5789948708030004,0.5958302788044206,0.6184530380542969
1,proto,11,0.6411547331964049,0.6298253454066596,0.6411547331964049,0.7092112504611143,0.6472551860992299,0.6411547331964049,0.6411547331964049,0.6185702094377055,0.6411547331964049,0.6589572595000837
1,proto,12,0.6028848815617158,0.590050464051602,0.6028848815617158,0.7095826824097431,0.5915537263313313,0.6028848815617158,0.6028848815617158,0.557818556478648,0.6028848815617158,0.6051041692631538
1,proto,13,0.5189245431541398,0.5097632842400658,0.5189245431541398,0.6570641701298912,0.4174892752948881,0.5189245431541398,0.5189245431541398,0.38584727504618305,0.5189245431541398,0.5171448302449576
1,proto,14,0.6134037359463406,0.6114812828011108,0.6134037359463406,0.7144713217207314,0.6360136235366466,0.6134037359463406,0.6134037359463405,0.5923905664444635,0.6134037359463406,0.6220917657868752
1,proto,15,0.5712449644993195,0.4474220171054466,0.5712449644993195,0.6251949331667437,0.4490450078754159,0.5712449644993195,0.5712449644993195,0.41187538708580523,0.5712449644993195,0.5852856760732191
1,proto,16,0.5281298997718036,0.5233999442531541,0.5281298997718036,0.6488472976085626,0.5579130354938266,0.5281298997718036,0.5281298997718036,0.5145779605485679,0.5281298997718036,0.5568194149651292
1,proto,17,0.5679810596130985,0.5644921883075544,0.5679810596130985,0.6847834029648422,0.5047656423556806,0.5679810596130985,0.5679810596130984,0.4850373573903003,0.5679810596130985,0.5861145069773408
1,proto,18,0.5823891125856689,0.5666816219357309,0.5823891125856689,0.6895307202651828,0.5893934341789402,0.5823891125856689,0.5823891125856688,0.5318292963456603,0.5823891125856689,0.5953559292048826
1,proto,19,0.5794997891991733,0.5527531125432278,0.5794997891991733,0.6340518481162023,0.5965548230045656,0.5794997891991733,0.5794997891991733,0.5416679870378018,0.5794997891991733,0.5701173252674254
1,proto,20,0.5927352190149501,0.532942798425976,0.5927352190149501,0.6815854926307425,0.5466453584110135,0.5927352190149501,0.5927352190149501,0.5109902035755196,0.5927352190149501,0.6052297209041638
1,proto,21,0.573733408553189,0.5136209930749128,0.573733408553189,0.6654206955109248,0.6000481960268244,0.573733408553189,0.573733408553189,0.5086857096698153,0.573733408553189,0.557992770041967
1,proto,22,0.3820521286237229,0.4681452251774805,0.3820521286237229,0.6276401693441445,0.44073311633667145,0.3820521286237229,0.38205212862372284,0.38800543682075495,0.3820521286237229,0.41019242825084307
