round,rule,n_clients,accuracy,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,f1_macro_std,f1_macro_min,f1_macro_max
1,proto,20,0.624258579993222,0.6308427787056882,0.624258579993222,0.7204451932120781,0.6247712080960748,0.624258579993222,0.6242585799932221,0.5963058966303545,0.624258579993222,0.6395270507715632,0.05196220926938928,0.470774155968667,0.6890351708345475
1,clf,20,0.557687720761247,0.6315889021725845,0.557687720761247,0.6889827678212221,0.5615567478569398,0.557687720761247,0.557687720761247,0.4987372642536795,0.557687720761247,0.5348724118036707,0.10185619081040337,0.28513571997765125,0.6923578594513025
2,proto,20,0.6350259163749358,0.6699701420326637,0.6350259163749358,0.7328437862693604,0.6522578623337267,0.6350259163749358,0.6350259163749356,0.6310661529717383,0.6350259163749358,0.6507427616200882,0.04355713893283286,0.5341445044731291,0.7083917641784023
2,clf,20,0.5668538675888317,0.6417508363310371,0.5668538675888317,0.693316045506957,0.5831937197319486,0.5668538675888317,0.5668538675888317,0.5222392165831578,0.5668538675888317,0.5442871661835428,0.10828461361370714,0.2789422792086183,0.709515201663768
3,proto,20,0.6219218688596768,0.6687083173192756,0.6219218688596768,0.7272690308951996,0.6497482547673554,0.6219218688596768,0.6219218688596768,0.6267766171446032,0.6219218688596768,0.6396825171854558,0.041679072886904485,0.5253310469197365,0.706576059453502
3,clf,20,0.5591627039487543,0.6424074878237843,0.5591627039487543,0.6951198459178187,0.5825869739456832,0.5591627039487543,0.5591627039487544,0.5190293803763918,0.5591627039487543,0.5384327488107472,0.10463044525382072,0.2815256732236902,0.6930207631990772
4,proto,20,0.6162617249538463,0.6723290415254954,0.6162617249538463,0.7267482512481817,0.6492359247298165,0.6162617249538463,0.6162617249538462,0.6284267301506712,0.6162617249538463,0.6357459540679505,0.0453790509094843,0.5340105922640519,0.7275443328210469
4,clf,20,0.5560889937250397,0.6392789254279956,0.5560889937250397,0.7006221246897106,0.5837407086736122,0.5560889937250397,0.5560889937250397,0.5186593139271358,0.5560889937250397,0.5362813735066079,0.10326774912361286,0.30756644005223854,0.6987637540918171
5,proto,20,0.609003239651408,0.6779692253316216,0.609003239651408,0.7270150739865462,0.6493229808728224,0.609003239651408,0.6090032396514078,0.6292418908170844,0.609003239651408,0.6289926939995719,0.04888683508219794,0.4985488031451949,0.7188352998945452
5,clf,20,0.554680303378491,0.6389158967264352,0.554680303378491,0.7006398707935477,0.585576930944498,0.554680303378491,0.554680303378491,0.5183799766087271,0.554680303378491,0.5337056003870899,0.1026420180528031,0.30746559616905733,0.7024289264864335
6,proto,20,0.6059497220746519,0.6761754661535817,0.6059497220746519,0.7238328079041075,0.6448280491698469,0.6059497220746519,0.6059497220746519,0.6261646288932675,0.6059497220746519,0.6241733780490624,0.05171206580972036,0.5097268191686041,0.7229338542864054
6,clf,20,0.5463916213803425,0.6315874137270805,0.5463916213803425,0.6985539027741708,0.5833877768321754,0.5463916213803425,0.5463916213803424,0.5115034476708572,0.5463916213803425,0.5236978629494585,0.1096935668926461,0.26861214843382747,0.6803209976958251
7,proto,20,0.6102832425283722,0.6780526637236546,0.6102832425283722,0.7249849830809832,0.6467096512266041,0.6102832425283722,0.6102832425283722,0.6287810282055222,0.6102832425283722,0.6292717486978636,0.04675545856517914,0.5217088341236111,0.7118626205397436
7,clf,20,0.5510186646778195,0.6350729336671607,0.5510186646778195,0.6983862567311478,0.5857488162303432,0.5510186646778195,0.5510186646778195,0.5172380750562786,0.5510186646778195,0.5303737496067324,0.09943745359917083,0.3224318488889288,0.679760285566642
